url,Gemini,GPT,Summary_Vietnamese,Summary_English
https://www.youtube.com/watch?v=TuFnf4Kijkg,"Nghị định 58/2025/NĐ-CP quy định chi tiết một số điều của Luật Điện lực về phát triển điện năng lượng tái tạo và điện năng lượng mới, ưu tiên dự án có hệ thống lưu trữ điện, đấu nối với hệ thống điện quốc gia, thực hiện vào giờ cao điểm, và hưởng chính sách ưu đãi cho dự án sử dụng 100% hydrogen xanh, amoniac xanh hoặc hỗn hợp.","Nghị định 58/2025/NĐ-CP (có hiệu lực từ 03/03/2025) quy định chi tiết Luật Điện lực về phát triển điện năng lượng tái tạo và điện năng lượng mới: ưu tiên huy động vào giờ cao điểm đối với các dự án điện tái tạo có lắp đặt hệ thống lưu trữ và đấu nối lưới điện quốc gia (trừ loại tự sản tự tiêu); ưu tiên nghiên cứu, sản xuất thiết bị năng lượng; đồng thời quy định điều kiện hưởng ưu đãi cho dự án điện năng lượng mới sản xuất từ 100% hydrogen xanh, 100% amoniak xanh hoặc hỗn hợp của hai loại này, áp dụng cho các dự án cung cấp điện cho hệ thống quốc gia hoặc dự án đầu tiên của từng loại hình.","Nghị định 58/2025/NĐ-CP (có hiệu lực từ 03/03/2025) quy định chi tiết Luật Điện lực về phát triển điện năng lượng tái tạo và điện năng lượng mới, ưu tiên huy động vào giờ cao điểm đối với các dự án có hệ thống lưu trữ và đấu nối lưới điện quốc gia, khuyến khích nghiên cứu, sản xuất thiết bị năng lượng, và quy định điều kiện hưởng ưu đãi cho dự án sử dụng 100% hydrogen xanh, 100% amoniac xanh hoặc hỗn hợp, áp dụng cho các dự án cung cấp điện cho hệ thống quốc gia hoặc dự án đầu tiên của từng loại hình.","Decree 58/2025/ND-CP (effective from March 3, 2025) provides detailed regulations under the Electricity Law on the development of renewable and new energy, prioritizing peak-hour operation for projects with storage systems connected to the national grid, encouraging research and production of energy equipment, and setting conditions for incentives for projects using 100% green hydrogen, 100% green ammonia, or a mixture, applicable to projects supplying the national grid or the first project of each type."
https://www.youtube.com/watch?v=e6OfAqk6CFc,"Nghị định số 59/2025/NĐ-CP quy định tiêu chí, tiêu chuẩn xét thăng quân hàm cấp tướng trước thời hạn, bao gồm sĩ quan có thành tích xuất sắc và đủ điều kiện, được khen thưởng các huân chương nhất định; thời gian thăng trước không quá 24 tháng. Trường hợp đặc biệt do cấp có thẩm quyền quyết định.","Nghị định 59/2025/NĐ-CP quy định tiêu chí xét thăng quân hàm cấp tướng trước thời hạn đối với sĩ quan có đủ tiêu chuẩn thăng vượt bậc nhưng quân hàm hiện tại thấp hơn trần của chức vụ một bậc, hoặc lập thành tích xuất sắc được tặng thưởng các loại Huân chương (Độc lập, Quân công, Lao động, Bảo vệ Tổ quốc, Chiến công - hạng Nhì, Ba) và Huân chương Dũng cảm. Thời gian thăng quân hàm trước thời hạn không quá 24 tháng; các trường hợp đặc biệt khác do cấp có thẩm quyền xem xét quyết định.","Nghị định số 59/2025/NĐ-CP quy định tiêu chí, tiêu chuẩn xét thăng quân hàm cấp tướng trước thời hạn đối với sĩ quan có thành tích xuất sắc, đủ điều kiện, hoặc thăng vượt bậc nhưng quân hàm hiện tại thấp hơn trần của chức vụ, kèm theo việc khen thưởng các huân chương nhất định; thời gian thăng không quá 24 tháng, các trường hợp đặc biệt do cấp có thẩm quyền quyết định.","Decree No. 59/2025/ND-CP stipulates the criteria and standards for early promotion to general rank for officers with outstanding achievements, who meet the conditions, or are promoted beyond their current rank but below the position ceiling, including certain medal awards; the early promotion period shall not exceed 24 months, with special cases decided by the competent authority."
https://www.youtube.com/watch?v=Lx1NJb7MjtM,"Nghị định 625/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định 116/2020/NĐ-CP, quy định việc thu hồi kinh phí hỗ trợ tiền đóng học phí và chi phí sinh hoạt đối với sinh viên sư phạm khi không hoàn thành chương trình đào tạo, chuyển ngành, tự thôi học hoặc vi phạm. Nghị định hướng dẫn cơ quan có thẩm quyền, cơ sở đào tạo và sinh viên thực hiện bồi hoàn, miễn giảm hoặc xóa kinh phí theo quy định và quy định thời hạn tối đa 4 năm.","Nghị định 62/2025/NĐ-CP (có hiệu lực từ 20/04/2025) sửa đổi Điều 9 Nghị định 116/2020/NĐ-CP về thu hồi kinh phí hỗ trợ học phí và sinh hoạt phí của sinh viên sư phạm. Các điểm mới gồm: Quy định chi tiết trách nhiệm thông báo và thu hồi của UBND cấp tỉnh (đối với sinh viên hưởng dự toán) hoặc cơ quan đặt hàng (đối với sinh viên theo đặt hàng); thời hạn bồi hoàn tối đa là 4 năm kể từ khi nhận thông báo; sinh viên chậm nộp phải chịu lãi suất không kỳ hạn. Nghị định bổ sung quy định xóa nợ bồi hoàn cho sinh viên bị suy giảm khả năng lao động từ 61% trở lên hoặc tử vong; miễn, giảm mức bồi hoàn tương ứng nếu thuộc đối tượng miễn, giảm học phí; đồng thời trao quyền khởi kiện cho cơ quan có thẩm quyền nếu sinh viên không thực hiện nghĩa vụ.","Nghị định 62/2025/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định 116/2020/NĐ-CP, quy định việc thu hồi, bồi hoàn, miễn, giảm hoặc xóa kinh phí hỗ trợ học phí và chi phí sinh hoạt đối với sinh viên sư phạm khi không hoàn thành chương trình, chuyển ngành, tự thôi học hoặc vi phạm, nêu rõ trách nhiệm thông báo và thu hồi của UBND cấp tỉnh hoặc cơ quan đặt hàng, thời hạn tối đa 4 năm, lãi suất chậm nộp, quyền khởi kiện của cơ quan có thẩm quyền, và miễn, giảm, xóa nợ cho sinh viên đặc biệt như suy giảm khả năng lao động hoặc tử vong.","Decree 62/2025/ND-CP amends and supplements certain provisions of Decree 116/2020/ND-CP, regulating the recovery, reimbursement, exemption, reduction, or cancellation of tuition and living support for pedagogical students who fail to complete their program, change majors, voluntarily withdraw, or violate rules, specifying notification and recovery responsibilities of provincial People's Committees or ordering agencies, a maximum repayment period of 4 years, interest on late payments, the right of competent authorities to initiate lawsuits, and exemption, reduction, or cancellation for students with special cases such as significant labor incapacity or death."
https://www.youtube.com/watch?v=B80_VQCKfn0,"Nghị định số 66/2025/NĐ-CP quy định chính sách hỗ trợ cho trẻ em, nhà trẻ, học sinh, học viên ở vùng dân tộc thiểu số, miền núi, bãi ngang, ven biển và hải đảo, bao gồm hỗ trợ tiền ăn và hỗ trợ cho cơ sở giáo dục mầm non. Nghị định bổ sung trẻ em nhà trẻ bán trú từ 3 tháng đến 3 tuổi vào diện thụ hưởng, nâng định mức hỗ trợ tiền ăn trưa và quản lý buổi trưa, với mục tiêu phát triển con người từ những năm đầu đời.","Nghị định 66/2025/NĐ-CP (có hiệu lực từ 01/06/2025) bổ sung trẻ em nhà trẻ bán trú từ 3 tháng tuổi đến 3 tuổi tại vùng đặc biệt khó khăn vào diện hỗ trợ: mức tiền ăn trưa là 360.000 đồng/trẻ/tháng (tăng gấp đôi so với mức hỗ trợ trẻ mẫu giáo tại Nghị định 105/2020), thời gian hỗ trợ tối đa 9 tháng/năm học. Đồng thời, cơ sở giáo dục mầm non có trẻ em nhà trẻ bán trú được hỗ trợ 700.000 đồng/tháng/nhóm trẻ để quản lý buổi trưa; riêng nhóm trẻ mầm non từ 36 tháng tuổi vẫn giữ mức hỗ trợ tiền ăn 160.000 đồng/trẻ/tháng.","Nghị định số 66/2025/NĐ-CP (có hiệu lực từ 01/06/2025) quy định chính sách hỗ trợ trẻ em, nhà trẻ, học sinh, học viên tại vùng dân tộc thiểu số, miền núi, bãi ngang, ven biển và hải đảo, bổ sung trẻ em nhà trẻ bán trú từ 3 tháng đến 3 tuổi; nâng mức hỗ trợ tiền ăn trưa và quản lý buổi trưa cho cơ sở giáo dục mầm non, nhằm phát triển con người từ những năm đầu đời.","Decree No. 66/2025/ND-CP (effective from June 1, 2025) provides support policies for children, nursery schools, students, and learners in ethnic minority, mountainous, coastal, and island areas, including the addition of full-day nursery children aged 3 months to 3 years; it increases lunch and midday supervision support for preschools, aiming at early childhood development."
https://www.youtube.com/watch?v=G8aLaAkWwXU,"Nghị định 219/2025/NĐ-CP quy định thủ tục cấp, gia hạn, cấp lại giấy phép lao động cho người nước ngoài làm việc tại Việt Nam, cải cách thủ tục hành chính, nới lỏng tiêu chí và hình thức công việc, mở rộng các trường hợp miễn giấy phép, và quy định hồ sơ, giấy tờ cần thiết. Nghị định nhằm đơn giản hóa quy trình, minh bạch thời gian xử lý, hỗ trợ doanh nghiệp và nhà đầu tư quốc tế, và có hiệu lực từ ngày 07/8/2025.","Nghị định 219/2025/NĐ-CP ban hành ngày 07/08/2025 (có hiệu lực cùng ngày) thay thế Nghị định 152/2020/NĐ-CP và Nghị định 70/2023/NĐ-CP, tập trung cải cách toàn diện thủ tục lao động nước ngoài: hợp nhất báo cáo giải trình và đề nghị cấp giấy phép lao động vào một bộ hồ sơ (Mẫu 03); rút ngắn thời gian xử lý còn 10 ngày làm việc; giảm yêu cầu kinh nghiệm đối với chuyên gia (xuống 2 năm, lĩnh vực ưu tiên còn 1 năm) và lao động kỹ thuật; mở rộng diện miễn giấy phép lao động lên 15 nhóm (bao gồm lĩnh vực công nghệ cao và nhà đầu tư vốn từ 3 tỷ đồng); quy định giấy phép chỉ được gia hạn 01 lần (tối đa 2 năm) và phải nộp hồ sơ trước 10-45 ngày khi hết hạn.","Nghị định 219/2025/NĐ-CP có hiệu lực từ ngày 07/08/2025, thay thế Nghị định 152/2020/NĐ-CP và 70/2023/NĐ-CP, quy định thủ tục cấp, gia hạn, cấp lại giấy phép lao động cho người nước ngoài tại Việt Nam, hợp nhất hồ sơ, rút ngắn thời gian xử lý, giảm yêu cầu kinh nghiệm, mở rộng các trường hợp miễn giấy phép, giới hạn gia hạn giấy phép một lần tối đa 2 năm và yêu cầu nộp hồ sơ trước 10-45 ngày khi hết hạn, nhằm cải cách thủ tục hành chính và hỗ trợ doanh nghiệp, nhà đầu tư quốc tế.","Decree 219/2025/ND-CP, effective from August 7, 2025, replacing Decrees 152/2020/ND-CP and 70/2023/ND-CP, regulates the issuance, renewal, and reissuance of work permits for foreigners in Vietnam, consolidates application documents, shortens processing time, reduces experience requirements, expands exemptions, limits permit renewal to once for a maximum of two years, and requires submission 10–45 days before expiration, aiming to reform administrative procedures and support businesses and international investors."
https://youtube.com/shorts/15J3yQ2-GR0?si=cHYBTWEmZvWhCsh9,"Nghị định 307/2025/NĐ-CP quy định về phân loại đơn vị hành chính tại Việt Nam, bao gồm phân loại tỉnh, thành phố trực thuộc trung ương, xã và phường đặc khu theo các loại khác nhau. Nghị định xác định phương pháp tính điểm cho từng đơn vị hành chính, tổng điểm tối đa 100 điểm, có thể cộng điểm ưu tiên và làm tròn đến hai chữ số thập phân.","Nghị định 307/2025/NĐ-CP quy định phân loại đơn vị hành chính: Hà Nội và TP.HCM là cấp tỉnh loại đặc biệt, các TP trực thuộc trung ương khác là loại I; tỉnh và xã chia thành 3 loại (I, II, III); phường đặc khu chia thành 4 loại (đặc biệt, I, II, III). Việc phân loại thực hiện bằng phương pháp tính điểm theo các tiêu chí (tối đa 100 điểm) và điểm ưu tiên, làm tròn đến hai chữ số thập phân.","Nghị định 307/2025/NĐ-CP quy định phân loại đơn vị hành chính tại Việt Nam, gồm Hà Nội và TP.HCM là tỉnh loại đặc biệt, các TP trực thuộc trung ương khác là loại I; tỉnh và xã chia thành loại I, II, III; phường đặc khu chia thành đặc biệt, I, II, III, với phương pháp tính điểm tối đa 100 điểm, có điểm ưu tiên và làm tròn đến hai chữ số thập phân.","Decree 307/2025/ND-CP stipulates the classification of administrative units in Vietnam, including Hanoi and Ho Chi Minh City as special-grade provinces, other centrally-governed cities as grade I; provinces and communes as grades I, II, III; special-zone wards as special, I, II, III, using a scoring method up to 100 points, including priority points, rounded to two decimal places."
https://www.youtube.com/watch?v=aZBQ0GEsspI,"Luật Di sản văn hóa sửa đổi được Quốc hội thông qua nhằm nâng cao hiệu lực, hiệu quả quản lý, bảo vệ và phát huy giá trị di sản văn hóa. Luật quy định việc xác lập di sản theo loại hình sở hữu, chính sách nhà nước trong bảo vệ di sản, ưu tiên ngân sách cho các hoạt động đặc thù, đào tạo nhân lực, hoàn thiện các hành vi nghiêm cấm, điều chỉnh khu vực bảo vệ, quản lý di vật, bảo tàng và hỗ trợ phát triển hệ thống bảo tàng.","Luật Di sản văn hóa sửa đổi được Quốc hội thông qua nhằm nâng cao hiệu quả quản lý, bảo vệ và phát huy giá trị di sản văn hóa. Các điểm mới cơ bản bao gồm: xác lập di sản theo loại hình sở hữu (toàn dân, chung, riêng); ưu tiên ngân sách cho hoạt động đặc thù và đào tạo nhân lực; hoàn thiện hành vi bị nghiêm cấm; quy định cụ thể về điều chỉnh ranh giới bảo vệ, sửa chữa công trình trong và ngoài khu vực di tích; quản lý di vật, cổ vật, bảo vật quốc gia; bổ sung Quỹ Bảo tồn di sản văn hóa và chính sách cho di sản tư liệu, hệ thống bảo tàng.","Luật Di sản văn hóa sửa đổi được Quốc hội thông qua nhằm nâng cao hiệu quả quản lý, bảo vệ và phát huy giá trị di sản văn hóa, bao gồm xác lập di sản theo loại hình sở hữu, ưu tiên ngân sách cho hoạt động đặc thù và đào tạo nhân lực, hoàn thiện các hành vi nghiêm cấm, điều chỉnh ranh giới bảo vệ, quản lý di vật, cổ vật, bảo vật quốc gia, bổ sung Quỹ Bảo tồn di sản văn hóa và phát triển hệ thống bảo tàng.","The amended Law on Cultural Heritage, passed by the National Assembly, aims to enhance the efficiency of managing, protecting, and promoting cultural heritage, including establishing heritage by ownership type, prioritizing budget for special activities and human resource training, completing prohibited acts, adjusting protection boundaries, managing artifacts and national treasures, establishing the Cultural Heritage Preservation Fund, and developing the museum system."
https://www.youtube.com/watch?v=IzcuwxaB7qs,"Luật Thuế thu nhập doanh nghiệp 2025 quy định mở rộng phạm vi đánh thuế, rút ngắn thời gian miễn thuế, bổ sung ưu đãi cho tín chỉ cacbon, trái phiếu xanh, điều chỉnh bù trừ lỗ, chi phí được trừ và phân tầng thuế suất 15%, 17%, 20%. Luật cũng điều chỉnh ngành nghề, địa bàn ưu đãi, ưu đãi riêng cho ngành ô tô và hỗ trợ doanh nghiệp nhỏ và vừa, nhằm tăng hiệu quả quản lý thuế, khuyến khích đổi mới sáng tạo và phát triển bền vững.","Luật Thuế thu nhập doanh nghiệp 2025 (hiệu lực từ 01/10/2025) có 10 điểm mới cốt lõi: (1) Đánh thuế mọi thu nhập có nguồn gốc tại Việt Nam của doanh nghiệp nước ngoài (kể cả kinh doanh số xuyên biên giới); (2) Rút ngắn thời gian miễn thuế sản phẩm công nghệ mới từ 5 năm xuống tối đa 3 năm; (3) Miễn thuế thu nhập từ tín chỉ cacbon và trái phiếu xanh; (4) Cho phép bù trừ lỗ từ chuyển nhượng bất động sản vào thu nhập các hoạt động khác có lãi; (5) Bổ sung chi phí được trừ (chi phí nhân sự biệt phái, giảm phát thải, VAT không được hoàn...); (6) Phân tầng thuế suất theo doanh thu: dưới 3 tỷ (15%), từ 3-50 tỷ (17%), thông thường (20%); (7) Thay đổi ngành nghề ưu đãi (loại bỏ dự án vốn 6.000 tỷ, bổ sung hỗ trợ khởi nghiệp); (8) Bổ sung khu nông nghiệp ứng dụng công nghệ cao và khu công nghệ số vào địa bàn ưu đãi; (9) Điều chỉnh ưu đãi lắp ráp ô tô (thuế suất 17% trong 10 năm); (10) Ưu đãi thuế suất 17% cho dự án hạ tầng hỗ trợ doanh nghiệp nhỏ và vừa.","Luật Thuế thu nhập doanh nghiệp 2025 (có hiệu lực từ 01/10/2025) mở rộng đánh thuế mọi thu nhập doanh nghiệp, rút ngắn thời gian miễn thuế sản phẩm công nghệ mới, miễn thuế tín chỉ cacbon và trái phiếu xanh, cho phép bù trừ lỗ bất động sản, bổ sung chi phí được trừ, phân tầng thuế suất 15%-17%-20%, điều chỉnh ngành nghề và địa bàn ưu đãi, ưu đãi riêng cho lắp ráp ô tô và hỗ trợ dự án hạ tầng doanh nghiệp nhỏ và vừa, nhằm tăng hiệu quả quản lý thuế và khuyến khích đổi mới sáng tạo, phát triển bền vững.","The 2025 Corporate Income Tax Law (effective from October 1, 2025) expands taxation to all corporate income, shortens tax exemption periods for new technology products, exempts carbon credits and green bonds, allows real estate loss offsetting, adds deductible expenses, tiers tax rates at 15%-17%-20%, adjusts preferential sectors and locations, provides specific incentives for automobile assembly and small-to-medium enterprise infrastructure projects, aiming to improve tax administration efficiency and encourage innovation and sustainable development."
https://www.youtube.com/watch?v=BvOGAIeP11w,"Quyết định của Bộ Nông nghiệp và Môi trường phân cấp 14 thủ tục hành chính đất đai xuống cấp xã, nhằm rút ngắn thời gian xử lý hồ sơ, giảm áp lực cho cấp huyện và tạo thuận lợi cho người dân. Cấp xã có thẩm quyền xác nhận, đính chính, thu hồi, cấp lại sổ đỏ và giải quyết một số thủ tục về giao đất, cho thuê đất, chuyển mục đích sử dụng đất. Thời gian cấp giấy chứng nhận lần đầu không quá 3 ngày, đăng ký đất đai lần đầu không quá 17 ngày. Quyết định cũng bao gồm việc hòa giải tranh chấp đất đai tại cấp xã và tích hợp vào cổng dịch vụ công quốc gia.","Từ ngày 01/7, chính quyền cấp xã chính thức tiếp nhận và giải quyết 14 thủ tục hành chính đất đai nhằm rút ngắn thời gian và giảm tải cho cấp huyện. Các nội dung trọng tâm bao gồm: Chủ tịch UBND cấp xã ký cấp sổ đỏ cho cá nhân trong nước và người Việt định cư ở nước ngoài; thực hiện xác nhận lại diện tích đất, đính chính thông tin, thu hồi và cấp lại sổ đỏ cấp sai quy định; giải quyết thủ tục giao đất, cho thuê đất, chuyển mục đích sử dụng đất và hòa giải tranh chấp. Thời gian thực hiện được rút ngắn: đăng ký đất đai và tài sản gắn liền với đất lần đầu không quá 17 ngày làm việc, cấp giấy chứng nhận lần đầu không quá 03 ngày làm việc.","Từ ngày 01/7, cấp xã tiếp nhận và giải quyết 14 thủ tục hành chính đất đai, bao gồm cấp, đính chính, thu hồi, cấp lại sổ đỏ, giao đất, cho thuê đất, chuyển mục đích sử dụng đất và hòa giải tranh chấp, nhằm rút ngắn thời gian và giảm tải cho cấp huyện; thời gian cấp giấy chứng nhận lần đầu không quá 3 ngày, đăng ký đất đai lần đầu không quá 17 ngày, đồng thời tích hợp vào cổng dịch vụ công quốc gia.","From July 1, commune-level authorities handle 14 land administrative procedures, including issuing, correcting, revoking, reissuing land use right certificates, land allocation, leasing, land-use conversion, and dispute mediation, aiming to shorten processing times and reduce workload for the district level; the first-time certificate issuance shall not exceed 3 days, first-time land registration shall not exceed 17 days, and processes are integrated into the national public service portal."
https://youtube.com/shorts/_rgpMDe720U?si=Ye6C3SoCEP_ItJgJ,"Nghị định 327/2025/NĐ-CP quy định việc cấp thị thực và thẻ tạm trú cho người nước ngoài tại Trung tâm tài chính quốc tế, bao gồm nhà đầu tư quan trọng, chuyên gia, nhà quản lý và người lao động có trình độ cao, thời hạn không quá 10 năm. Thân nhân trực hệ của người nước ngoài được cấp thị thực hoặc thẻ tạm trú theo đề nghị của cơ quan điều hành với thời hạn phù hợp.","Nghị định 327/2025/NĐ-CP quy định cấp thị thực, thẻ tạm trú ký hiệu UD1 thời hạn không quá 10 năm cho nhà đầu tư quan trọng, chuyên gia, nhà quản lý, người lao động trình độ cao làm việc tại Trung tâm tài chính quốc tế theo đề nghị của cơ quan điều hành. Vợ, chồng và con dưới 18 tuổi của các đối tượng này được cấp thị thực, thẻ tạm trú ký hiệu UD2 với thời hạn phù hợp với thời hạn của người sở hữu thị thực UD1 tương ứng.","Nghị định 327/2025/NĐ-CP quy định việc cấp thị thực UD1 và thẻ tạm trú tối đa 10 năm cho nhà đầu tư quan trọng, chuyên gia, nhà quản lý và người lao động trình độ cao tại Trung tâm tài chính quốc tế theo đề nghị của cơ quan điều hành; vợ, chồng và con dưới 18 tuổi của họ được cấp thị thực UD2 và thẻ tạm trú với thời hạn phù hợp.","Decree 327/2025/ND-CP stipulates the issuance of UD1 visas and residence permits for up to 10 years to key investors, experts, managers, and highly skilled workers at the International Financial Center upon the executive agency's recommendation; their spouses and children under 18 are issued UD2 visas and residence permits with corresponding valid durations."
https://www.youtube.com/watch?v=dvzfqhpkQ9Q,"Quốc hội thông qua nghị quyết về cơ chế chính sách tháo gỡ khó khăn trong thi hành Luật Đất đai, bao gồm miễn giảm tiền sử dụng đất, tiền thuê đất, nghĩa vụ tài chính khi chuyển mục đích sử dụng đất, cấp giấy chứng nhận, tách thửa, hợp thừa, thu hồi đất phục vụ phát triển kinh tế xã hội và xử lý hợp đồng BT. Nghị quyết có hiệu lực từ 01/05/2026 và quy định cụ thể mức thu, bồi thường, hỗ trợ tái định cư, thời điểm xác định giá đất và các thủ tục liên quan.","Nghị quyết của Quốc hội (hiệu lực từ 01/05/2026) ban hành các cơ chế đặc thù tháo gỡ khó khăn cho Luật Đất đai với các điểm chính: (1) Giảm tiền sử dụng đất khi chuyển mục đích từ đất vườn, ao, nông nghiệp trong cùng thửa đất ở sang đất ở xuống còn 30% phần chênh lệch (trong hạn mức), 50% (vượt hạn mức không quá 1 lần) và 100% (vượt quá 1 lần hạn mức); (2) Đơn giản hóa thủ tục miễn, giảm tiền sử dụng đất/thuê đất khi người dân không phải nộp hồ sơ đề nghị hay xác định giá đất; (3) Bổ sung 3 trường hợp thu hồi đất mới: dự án khu thương mại tự do/trung tâm tài chính quốc tế, dự án đã thỏa thuận được trên 75% diện tích/số người sử dụng đất, và tạo quỹ đất thanh toán hợp đồng BT; (4) Quy định bồi thường diện tích đất thu hồi còn lại trong dự án thỏa thuận phải không thấp hơn mức giá trung bình đã thỏa thuận trước đó; (5) Xác định giá đất thanh toán hợp đồng BT tại thời điểm giao đất/cho thuê đất và bồi thường lãi suất nếu Nhà nước chậm bàn giao.","Nghị quyết của Quốc hội có hiệu lực từ 01/05/2026 quy định cơ chế tháo gỡ khó khăn trong thi hành Luật Đất đai, bao gồm miễn, giảm tiền sử dụng đất, tiền thuê đất, nghĩa vụ tài chính khi chuyển mục đích sử dụng đất; cấp giấy chứng nhận; tách thửa, hợp thửa; thu hồi đất phục vụ phát triển kinh tế xã hội và xử lý hợp đồng BT, với các mức giảm cụ thể, đơn giản hóa thủ tục, bổ sung trường hợp thu hồi đất, quy định bồi thường, xác định giá đất và bồi thường lãi suất nếu Nhà nước chậm bàn giao.","The National Assembly resolution, effective from May 1, 2026, establishes mechanisms to ease difficulties in implementing the Land Law, including exemptions and reductions of land use fees, land rent, financial obligations when changing land use purposes; issuance of land certificates; subdivision and consolidation of land plots; land recovery for socio-economic development; and handling BT contracts, specifying reduction rates, simplified procedures, additional land recovery cases, compensation rules, land price determination, and interest compensation if the State delays handover."
https://www.youtube.com/watch?v=ObHHh9cGypY,"Quốc hội thông qua Luật Tình trạng khẩn cấp, quy định định nghĩa, phân loại tình trạng khẩn cấp thành thảm họa, an ninh quốc gia, trật tự an toàn xã hội và quốc phòng. Luật xác định biện pháp ứng phó, quyền hạn cơ quan chức năng, bảo vệ lợi ích quốc gia, dân tộc và người dân, đồng thời quy định các biện pháp hạn chế quyền con người, hỗ trợ sản xuất, kinh doanh, lao động và nguồn lực ứng phó. Luật có hiệu lực từ 01/05/2026.","Luật Tình trạng khẩn cấp (hiệu lực từ 01/05/2026) phân loại tình trạng khẩn cấp thành 3 nhóm: thảm họa, an ninh quốc gia/trật tự an toàn xã hội và quốc phòng. Luật quy định các biện pháp ứng phó cụ thể: cưỡng chế di dời dân khỏi vùng nguy hiểm, bình ổn giá, kiểm soát chuyến bay quá cảnh, hạn chế giao dịch kinh tế với các bên liên quan đến tình trạng khẩn cấp và tăng cường bảo vệ cán bộ lãnh đạo chủ chốt. Đồng thời, Luật xác lập các chính sách hỗ trợ về thuế, tín dụng, an sinh xã hội để khôi phục sản xuất từ nguồn ngân sách, quỹ phòng thủ dân sự và dự trữ quốc gia.","Luật Tình trạng khẩn cấp (có hiệu lực từ 01/05/2026) phân loại tình trạng khẩn cấp thành thảm họa, an ninh quốc gia/trật tự an toàn xã hội và quốc phòng, quy định biện pháp ứng phó như cưỡng chế di dời dân, bình ổn giá, kiểm soát chuyến bay, hạn chế giao dịch kinh tế với bên liên quan, tăng cường bảo vệ cán bộ chủ chốt, đồng thời xác lập các chính sách hỗ trợ về thuế, tín dụng, an sinh xã hội để khôi phục sản xuất, bảo vệ lợi ích quốc gia, dân tộc và người dân.","The Emergency Situations Law (effective from May 1, 2026) classifies emergencies into disasters, national security/public order, and defense, stipulating response measures such as forced evacuation, price stabilization, flight control, restriction of economic transactions with relevant parties, and enhanced protection of key officials, while establishing support policies on taxation, credit, and social welfare to restore production and safeguard national, ethnic, and citizen interests."
https://www.youtube.com/watch?v=qy0uEk_jXT4,"Bộ Nội vụ ban hành thông tư hướng dẫn thực hiện chế độ phụ cấp đặc biệt cho cán bộ, công chức, viên chức và lực lượng vũ trang công tác tại các địa bàn khó khăn; đồng thời Cục Thuế Hà Nội hướng dẫn áp dụng luật thuế thu nhập cá nhân sửa đổi năm 2025 cho thu nhập từ tiền lương, tiền công từ ngày 01/05/2026.","Văn bản gồm hai nội dung chính: (1) Hướng dẫn chế độ phụ cấp đặc biệt (mức 30%, 50%, 100%) tính trên lương hiện hưởng hoặc phụ cấp quân hàm cho cán bộ, công chức và lực lượng vũ trang tại địa bàn đặc biệt khó khăn (đảo xa, biên giới); phụ cấp này trả theo thực tế công tác tại địa bàn, không dùng đóng bảo hiểm xã hội. (2) Hướng dẫn áp dụng Luật Thuế thu nhập cá nhân số 109/2025/QH15 từ ngày 01/01/2026 đối với thu nhập từ kinh doanh, tiền lương và tiền công của cá nhân cư trú; các biểu thuế lũy tiến mới sẽ được áp dụng thống nhất ngay từ đầu kỳ tính thuế năm 2026 để đảm bảo tính đồng bộ thay vì đợi đến ngày hiệu lực toàn diện 01/07/2026.","Bộ Nội vụ ban hành hướng dẫn chế độ phụ cấp đặc biệt cho cán bộ, công chức, viên chức và lực lượng vũ trang tại địa bàn khó khăn, tính theo lương hoặc phụ cấp quân hàm và trả theo thực tế công tác, không tính đóng bảo hiểm xã hội; đồng thời hướng dẫn áp dụng Luật Thuế thu nhập cá nhân số 109/2025/QH15 từ ngày 01/01/2026 cho thu nhập từ kinh doanh, tiền lương, tiền công, với biểu thuế lũy tiến mới áp dụng thống nhất từ đầu kỳ tính thuế năm 2026.","The Ministry of Home Affairs issued guidance on special allowances for officials, civil servants, public employees, and armed forces in difficult areas, calculated based on salary or rank allowances and paid according to actual service, without social insurance contributions; it also provides guidance on implementing Personal Income Tax Law No. 109/2025/QH15 from January 1, 2026, for income from business, wages, and salaries, with the new progressive tax rates applied uniformly from the start of the 2026 tax period."
